,core_name,latitude,longitude,elevation,year,depth_to_550,depth_to_830,source,citation,region,FDM_point_index,FDM_latitude,FDM_longitude,FDM_rlat,FDM_rlon,FDM_depth_to_550,FDM_depth_to_830,Fit_R2,Fit_model,Fit_failed
349,,72.2,-49.4,,2017,11.133,,SUMUP 2024,Lewis et al. (2019),Greenland,26383,72.244,-49.3812,300,129,11.3,81.04,0.995,Logarithmic,0.0
350,,72.535,-50.017,,2017,11.816,,SUMUP 2024,Lewis et al. (2019),Greenland,27380,72.5076,-50.066,306,126,7.76,59.17,0.98,Power law,0.0
351,,73.01,-50.131,,2017,9.613,,SUMUP 2024,Lewis et al. (2019),Greenland,28950,73.0175,-50.0854,316,128,8.8,63.35,0.989,Power law,0.0
352,,73.831,-49.478,,2017,10.671,,SUMUP 2024,Lewis et al. (2019),Greenland,31503,73.8717,-49.4507,332,135,12.18,70.47,0.996,Power law,0.0
353,,73.593,-47.197,,2017,12.46,,SUMUP 2024,Lewis et al. (2019),Greenland,30061,73.5273,-47.2367,323,146,13.89,74.1,0.996,Power law,0.0
354,,72.999,-44.997,,2017,12.208,,SUMUP 2024,Lewis et al. (2019),Greenland,28038,72.9624,-45.027,310,157,15.08,74.84,0.996,Power law,0.0
356,,66.865,-46.265,2060.0,2017,2.926,8.215,SUMUP 2024,Rennermalm et al. (2021),Greenland,9377,66.8484,-46.2718,190,132,3.49,64.05,0.94,Logarithmic,0.0
357,,66.865,-46.265,2060.0,2017,1.192,3.55,SUMUP 2024,Rennermalm et al. (2021),Greenland,9377,66.8484,-46.2718,190,132,3.49,64.05,0.94,Logarithmic,0.0
358,,66.478,-46.287,2112.0,2017,10.636,7.391,SUMUP 2024,Rennermalm et al. (2021),Greenland,8455,66.4949,-46.2676,183,131,4.24,62.9,0.947,Logarithmic,0.0
359,,66.535,-45.959,2163.0,2017,6.85,9.94,SUMUP 2024,Rennermalm et al. (2021),Greenland,8589,66.5657,-45.9143,184,134,5.8,66.05,0.964,Logarithmic,0.0
360,,66.985,-44.395,2355.0,2017,4.175,6.591,SUMUP 2024,Rennermalm et al. (2021),Greenland,9517,66.9953,-44.3981,191,147,9.86,69.98,0.988,Power law,0.0
361,2018-CP-30m,69.877,-47.011,,2018,15.904,10.799,SUMUP 2024,Harper and Humphrey (2023),Greenland,18580,69.8936,-46.9875,251,136,6.15,66.76,0.967,Logarithmic,0.0
362,2018-T5-30m,69.848,-47.274,,2018,12.509,8.535,SUMUP 2024,Harper and Humphrey (2023),Greenland,18403,69.8284,-47.251,250,134,4.54,64.7,0.948,Logarithmic,0.0
366,,66.983,-45.046,2266.0,2018,8.396,12.666,SUMUP 2024,Rennermalm et al. (2021),Greenland,9512,66.9654,-45.0306,191,142,8.6,68.41,0.983,Power law,0.0
367,,66.478,-46.287,2112.0,2018,7.996,5.457,SUMUP 2024,Rennermalm et al. (2021),Greenland,8455,66.4949,-46.2676,183,131,4.64,62.61,0.951,Logarithmic,0.0
368,,66.478,-46.287,2112.0,2018,4.035,3.004,SUMUP 2024,Rennermalm et al. (2021),Greenland,8455,66.4949,-46.2676,183,131,4.64,62.61,0.951,Logarithmic,0.0
369,,66.478,-46.287,2112.0,2018,2.677,4.813,SUMUP 2024,Rennermalm et al. (2021),Greenland,8455,66.4949,-46.2676,183,131,4.64,62.61,0.951,Logarithmic,0.0
370,,66.478,-46.287,2112.0,2018,4.117,4.432,SUMUP 2024,Rennermalm et al. (2021),Greenland,8455,66.4949,-46.2676,183,131,4.64,62.61,0.951,Logarithmic,0.0
371,,66.478,-46.287,2112.0,2018,5.228,4.355,SUMUP 2024,Rennermalm et al. (2021),Greenland,8455,66.4949,-46.2676,183,131,4.64,62.61,0.951,Logarithmic,0.0
375,2019-T4-32m,69.82,-47.45,,2019,7.713,13.48,SUMUP 2024,Harper and Humphrey (2023),Greenland,18577,69.8696,-47.4177,251,133,2.86,63.64,0.941,Logarithmic,0.0
376,DYE-2,66.481,-46.28,2100.0,2019,14.96,20.967,SUMUP 2024,GEUS snow and firn data (2023),Greenland,8455,66.4949,-46.2676,183,131,3.93,62.69,0.942,Logarithmic,0.0
377,,66.478,-46.289,2113.0,2019,6.787,6.936,SUMUP 2024,Rennermalm et al. (2021),Greenland,8455,66.4949,-46.2676,183,131,3.93,62.69,0.942,Logarithmic,0.0
379,,66.978,-46.628,1955.0,2019,2.055,3.665,SUMUP 2024,Rennermalm et al. (2021),Greenland,9753,66.982,-46.5798,193,130,1.68,60.67,0.914,Logarithmic,0.0
380,,66.983,-46.12,2056.0,2019,8.825,15.364,SUMUP 2024,Rennermalm et al. (2021),Greenland,9757,67.0112,-46.0753,193,134,3.82,64.53,0.946,Logarithmic,0.0
381,,66.985,-45.754,2128.0,2019,6.892,5.686,SUMUP 2024,Rennermalm et al. (2021),Greenland,9632,66.9757,-45.8049,192,136,5.11,66.43,0.957,Logarithmic,0.0
382,,66.984,-45.754,2135.0,2019,4.405,6.454,SUMUP 2024,Rennermalm et al. (2021),Greenland,9632,66.9757,-45.8049,192,136,5.11,66.43,0.957,Logarithmic,0.0
