core_name,profile_key,date,region,latitude,longitude,elevation,citation,n_measurements,max_depth,max_density,depth_to_550,depth_to_830,year,source,source_doi
,643,2013-04-28,Greenland,67.000,-47.023,1840.000,Machguth et al. (2016),172,19.060,931.000,7.064,4.101,2013,SUMUP 2024,doi:10.18739/A2M61BR5M
,644,2013-04-28,Greenland,66.998,-47.022,1840.000,Machguth et al. (2016),143,15.910,967.000,7.596,7.669,2013,SUMUP 2024,doi:10.18739/A2M61BR5M
,645,2013-04-30,Greenland,66.978,-46.629,1950.000,Machguth et al. (2016),153,15.965,987.000,7.745,10.234,2013,SUMUP 2024,doi:10.18739/A2M61BR5M
,646,2013-05-04,Greenland,66.982,-46.119,2060.000,Machguth et al. (2016),156,16.250,906.000,7.212,6.512,2013,SUMUP 2024,doi:10.18739/A2M61BR5M
,647,2013-05-04,Greenland,66.478,-46.285,2119.000,Machguth et al. (2016),165,16.470,977.000,6.345,11.951,2013,SUMUP 2024,doi:10.18739/A2M61BR5M
,648,2013-05-04,Greenland,66.473,-46.283,2119.000,Machguth et al. (2016),159,16.325,917.000,3.895,4.675,2013,SUMUP 2024,doi:10.18739/A2M61BR5M
,649,2013-05-16,Greenland,66.985,-45.755,2142.000,Machguth et al. (2016),156,16.275,874.000,8.478,5.262,2013,SUMUP 2024,doi:10.18739/A2M61BR5M
,650,2013-05-12,Greenland,66.983,-45.045,2266.000,Machguth et al. (2016),151,16.240,840.000,7.445,5.186,2013,SUMUP 2024,doi:10.18739/A2M61BR5M
,651,2013-05-20,Greenland,66.985,-44.394,2361.000,Machguth et al. (2016),157,16.960,896.000,6.145,2.815,2013,SUMUP 2024,doi:10.18739/A2M61BR5M
,652,2012-05-01,Greenland,67.000,-47.021,1840.000,Machguth et al. (2016),106,10.635,956.000,3.909,6.738,2012,SUMUP 2024,doi:10.18739/A2M61BR5M
,653,2012-05-01,Greenland,67.000,-47.021,1840.000,Machguth et al. (2016),147,10.465,955.000,4.774,5.510,2012,SUMUP 2024,doi:10.18739/A2M61BR5M
,654,2012-05-01,Greenland,66.998,-47.021,1840.000,Machguth et al. (2016),107,10.235,966.000,6.666,1.853,2012,SUMUP 2024,doi:10.18739/A2M61BR5M
,655,2015-05-04,Greenland,67.000,-47.025,1840.000,Machguth et al. (2016),136,14.375,920.000,10.928,3.295,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,656,2015-05-16,Greenland,65.999,-44.502,2464.000,Machguth et al. (2016),155,16.455,838.000,10.212,4.681,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,657,2015-05-20,Greenland,66.632,-46.895,1927.000,Machguth et al. (2016),18,1.755,608.000,1.055,,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,662,2016-04-28,Greenland,67.000,-47.026,1838.000,MacFerrin et al. (2019),162,16.460,940.000,11.126,6.907,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,663,2017-04-28,Greenland,67.000,-47.023,1840.000,MacFerrin et al. (2019),209,23.230,996.000,9.913,12.265,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,664,2017-05-12,Greenland,66.632,-46.895,1927.000,MacFerrin et al. (2019),138,15.155,902.000,7.411,10.635,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,665,2015-05-08,Greenland,66.994,-44.385,2355.000,MacFerrin et al. (2022),144,15.605,764.000,9.962,,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,666,2015-05-12,Greenland,66.478,-42.496,2376.000,MacFerrin et al. (2022),162,16.610,773.000,5.472,,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,667,2015-05-12,Greenland,66.478,-42.497,2378.000,MacFerrin et al. (2022),22,2.125,616.000,1.501,,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,668,2015-05-12,Greenland,66.478,-42.496,2368.000,MacFerrin et al. (2022),82,8.245,627.000,6.355,,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,669,2015-05-12,Greenland,66.478,-42.496,2384.000,MacFerrin et al. (2022),151,16.255,867.000,8.288,9.613,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,670,2015-05-16,Greenland,65.999,-44.502,2451.000,MacFerrin et al. (2022),156,16.335,855.000,5.899,11.345,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,672,2015-05-16,Greenland,65.999,-44.502,2453.000,MacFerrin et al. (2022),80,8.255,863.000,7.395,5.418,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,673,2015-05-20,Greenland,66.478,-46.286,2126.000,MacFerrin et al. (2022),179,19.240,920.000,8.655,14.129,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,674,2015-05-26,Greenland,69.876,-47.029,1942.000,MacFerrin et al. (2022),162,17.255,844.000,3.605,4.678,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,676,2015-05-26,Greenland,69.877,-47.029,1942.000,MacFerrin et al. (2022),81,9.350,838.000,5.755,3.805,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,677,2015-05-28,Greenland,75.625,-35.979,2661.000,MacFerrin et al. (2022),146,15.320,721.000,10.555,,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,681,2015-05-28,Greenland,72.577,-38.470,3203.000,MacFerrin et al. (2022),146,15.750,590.000,12.455,,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,684,2015-05-28,Greenland,72.577,-38.469,3203.000,MacFerrin et al. (2022),146,15.870,608.000,12.355,,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,685,2016-04-26,Greenland,67.000,-47.026,1838.000,MacFerrin et al. (2022),76,7.845,954.000,1.581,3.384,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,686,2016-05-02,Greenland,66.985,-44.395,2314.000,MacFerrin et al. (2022),179,17.945,783.000,13.455,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,687,2016-05-04,Greenland,66.478,-42.496,2372.000,MacFerrin et al. (2022),182,18.350,782.000,12.705,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,688,2016-05-06,Greenland,65.999,-44.502,2453.000,MacFerrin et al. (2022),184,18.450,759.000,15.955,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,689,2016-05-16,Greenland,72.578,-38.469,3209.000,MacFerrin et al. (2022),163,16.230,729.000,15.755,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,690,2016-05-16,Greenland,75.626,-35.978,2664.000,MacFerrin et al. (2022),159,15.840,644.000,14.960,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,691,2016-05-16,Greenland,69.876,-47.031,1936.000,MacFerrin et al. (2022),165,18.045,933.000,9.707,6.719,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,692,2016-05-06,Greenland,66.473,-46.283,2126.000,MacFerrin et al. (2022),175,17.290,964.000,10.261,9.161,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,693,2017-05-02,Greenland,66.985,-44.394,2361.000,MacFerrin et al. (2022),236,22.190,912.000,6.428,7.665,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,694,2017-05-06,Greenland,66.478,-42.496,2372.000,MacFerrin et al. (2022),202,22.505,775.000,11.448,,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,695,2017-05-08,Greenland,65.999,-44.502,2453.000,MacFerrin et al. (2022),220,22.625,796.000,5.506,,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,696,2017-05-12,Greenland,66.473,-46.283,2126.000,MacFerrin et al. (2022),249,22.925,948.000,7.240,11.860,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,697,2017-05-12,Greenland,66.473,-46.283,2126.000,MacFerrin et al. (2022),111,5.480,890.000,1.623,4.006,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,698,2017-05-16,Greenland,69.876,-47.031,1936.000,MacFerrin et al. (2022),240,22.230,958.000,7.820,5.974,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,699,2017-05-18,Greenland,75.626,-35.978,2664.000,MacFerrin et al. (2022),197,20.085,791.000,14.620,,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,700,2017-05-20,Greenland,72.578,-38.469,3209.000,MacFerrin et al. (2022),215,22.120,605.000,11.495,,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,701,2009-05-16,Greenland,69.644,-48.816,1333.000,Harper et al. (2012),31,7.940,910.000,0.212,1.895,2009,SUMUP 2024,doi:10.18739/A2M61BR5M
,702,2008-05-08,Greenland,69.660,-48.689,1401.000,Harper et al. (2012),29,9.480,868.000,0.795,3.740,2008,SUMUP 2024,doi:10.18739/A2M61BR5M
,703,2008-05-28,Greenland,69.674,-48.591,1497.000,Harper et al. (2012),33,9.345,841.000,7.520,8.143,2008,SUMUP 2024,doi:10.18739/A2M61BR5M
,704,2008-05-18,Greenland,69.687,-48.500,1540.000,Harper et al. (2012),44,10.255,926.000,3.629,8.695,2008,SUMUP 2024,doi:10.18739/A2M61BR5M
,705,2008-05-22,Greenland,69.725,-48.190,1660.000,Harper et al. (2012),41,10.220,871.000,3.835,5.605,2008,SUMUP 2024,doi:10.18739/A2M61BR5M
,706,2008-05-20,Greenland,69.706,-48.345,1555.000,Harper et al. (2012),37,10.050,912.000,2.771,10.050,2008,SUMUP 2024,doi:10.18739/A2M61BR5M
,707,2008-05-20,Greenland,69.720,-48.267,1644.000,Harper et al. (2012),48,10.195,848.000,2.966,5.415,2008,SUMUP 2024,doi:10.18739/A2M61BR5M
,708,2008-05-28,Greenland,69.739,-48.240,1680.000,Harper et al. (2012),44,10.165,894.000,5.279,6.047,2008,SUMUP 2024,doi:10.18739/A2M61BR5M
,709,2008-05-24,Greenland,69.738,-48.061,1710.000,Harper et al. (2012),46,10.395,873.000,6.660,3.989,2008,SUMUP 2024,doi:10.18739/A2M61BR5M
,710,2007-06-28,Greenland,69.738,-48.061,1710.000,Harper et al. (2012),27,10.340,898.000,6.026,6.338,2007,SUMUP 2024,doi:10.18739/A2M61BR5M
,711,2007-06-28,Greenland,69.757,-47.880,1750.000,Harper et al. (2012),29,10.425,731.000,8.100,,2007,SUMUP 2024,doi:10.18739/A2M61BR5M
,712,2007-07-08,Greenland,69.784,-47.670,1819.000,Harper et al. (2012),33,10.155,854.000,8.762,5.574,2007,SUMUP 2024,doi:10.18739/A2M61BR5M
,713,2007-07-04,Greenland,69.801,-47.568,1845.000,Harper et al. (2012),31,10.175,688.000,6.787,,2007,SUMUP 2024,doi:10.18739/A2M61BR5M
,714,2007-07-04,Greenland,69.806,-47.542,1856.000,Harper et al. (2012),34,10.240,645.000,2.009,,2007,SUMUP 2024,doi:10.18739/A2M61BR5M
,715,2007-07-04,Greenland,69.793,-47.608,1835.000,Harper et al. (2012),33,10.095,775.000,8.719,,2007,SUMUP 2024,doi:10.18739/A2M61BR5M
,716,2007-07-08,Greenland,69.820,-47.450,1877.000,Harper et al. (2012),36,10.335,733.000,1.874,,2007,SUMUP 2024,doi:10.18739/A2M61BR5M
,717,2007-07-08,Greenland,69.848,-47.274,1932.000,Harper et al. (2012),35,9.975,766.000,4.009,,2007,SUMUP 2024,doi:10.18739/A2M61BR5M
,718,2007-07-01,Greenland,69.876,-47.010,1997.000,Harper et al. (2012),32,10.140,653.000,6.640,,2007,SUMUP 2024,doi:10.18739/A2M61BR5M
,719,2007-07-01,Greenland,69.876,-47.010,1997.000,Harper et al. (2012),29,9.885,557.000,9.473,,2007,SUMUP 2024,doi:10.18739/A2M61BR5M
,720,2007-07-06,Greenland,69.876,-47.010,1997.000,Harper et al. (2012),41,10.160,652.000,8.993,,2007,SUMUP 2024,doi:10.18739/A2M61BR5M
,721,2007-07-06,Greenland,69.876,-47.010,1997.000,Harper et al. (2012),33,10.050,571.000,5.607,,2007,SUMUP 2024,doi:10.18739/A2M61BR5M
,722,2007-07-10,Greenland,69.876,-47.010,1997.000,Harper et al. (2012),38,10.185,667.000,9.339,,2007,SUMUP 2024,doi:10.18739/A2M61BR5M
,840,2016-07-08,Greenland,67.049,-49.023,1215.000,Cooper et al. (2018),8,0.925,820.000,0.478,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,842,2016-07-08,Greenland,67.048,-49.026,1215.000,Cooper et al. (2018),7,0.850,714.000,0.199,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,843,2016-07-08,Greenland,67.048,-49.028,1215.000,Cooper et al. (2018),10,0.855,909.000,0.210,0.290,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,846,2016-07-08,Greenland,67.046,-49.033,1215.000,Cooper et al. (2018),8,0.990,787.000,0.594,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,848,2016-07-08,Greenland,67.045,-49.035,1215.000,Cooper et al. (2018),7,0.790,690.000,0.379,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,879,2016-05-20,Greenland,75.630,-35.980,2663.000,Schaller et al. (2017),39373,4.998,661.392,1.718,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,881,2016-05-20,Greenland,75.630,-35.980,2663.000,Schaller et al. (2017),39126,4.999,624.088,1.634,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,883,2016-05-20,Greenland,75.630,-35.980,2663.000,Schaller et al. (2017),39227,4.992,735.466,1.712,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,885,2016-05-20,Greenland,75.630,-35.980,2663.000,Schaller et al. (2017),39157,4.997,630.606,1.713,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,889,2016-05-20,Greenland,75.630,-35.980,2663.000,Schaller et al. (2017),39099,4.999,744.648,2.095,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,891,2016-05-20,Greenland,75.630,-35.980,2663.000,Schaller et al. (2017),39026,4.990,737.029,2.163,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,897,2016-05-20,Greenland,75.630,-35.980,2663.000,Schaller et al. (2017),39399,4.998,586.002,1.788,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,899,2016-05-20,Greenland,75.630,-35.980,2663.000,Schaller et al. (2017),39159,4.994,651.712,3.002,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,901,2016-05-20,Greenland,75.630,-35.980,2663.000,Schaller et al. (2017),38929,4.997,648.261,1.635,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,903,2016-05-20,Greenland,75.630,-35.980,2663.000,Schaller et al. (2017),39268,4.998,670.959,1.914,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,905,2016-05-20,Greenland,75.630,-35.980,2663.000,Schaller et al. (2017),39088,5.000,688.067,1.674,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,907,2016-05-20,Greenland,75.630,-35.980,2663.000,Schaller et al. (2017),38819,5.000,795.056,1.942,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,909,2016-05-20,Greenland,75.630,-35.980,2663.000,Schaller et al. (2017),39217,4.998,577.731,1.668,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,911,2016-05-20,Greenland,75.630,-35.980,2663.000,Schaller et al. (2017),39353,5.000,713.657,1.931,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,913,2016-05-20,Greenland,75.630,-35.980,2663.000,Schaller et al. (2017),39204,4.995,571.423,1.902,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,915,2016-05-20,Greenland,75.630,-35.980,2663.000,Schaller et al. (2017),39167,4.997,634.374,1.785,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,917,2016-05-20,Greenland,75.630,-35.980,2663.000,Schaller et al. (2017),39287,5.000,647.531,1.622,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,921,2016-05-20,Greenland,75.630,-35.980,2663.000,Schaller et al. (2017),39173,4.998,602.064,1.696,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,955,2015-04-12,Greenland,66.362,-39.312,1664.000,Miller et al. (2018),200,49.847,998.650,5.054,22.019,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,956,2015-08-02,Greenland,66.355,-39.179,1543.000,Miller et al. (2018),172,49.920,982.704,1.643,35.612,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,958,2016-07-28,Greenland,66.358,-39.239,1619.000,Miller et al. (2018),202,38.330,974.928,2.857,13.356,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,959,2016-08-01,Greenland,66.353,-39.135,1519.000,Miller et al. (2018),260,49.250,999.493,2.348,26.885,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,1744,2006-01-01,Greenland,72.550,-38.309,3210.000,Fain et al. (2009),166,10.015,593.093,8.504,,2006,SUMUP 2024,doi:10.18739/A2M61BR5M
,1750,2007-01-01,Greenland,72.594,-38.625,3210.000,Adolph et al. (2014),369,24.467,621.246,16.585,,2007,SUMUP 2024,doi:10.18739/A2M61BR5M
,1759,2013-05-08,Greenland,73.873,-41.800,,Polashenski et al. (2015),18,2.365,626.100,1.662,,2013,SUMUP 2024,doi:10.18739/A2M61BR5M
,1765,2013-05-16,Greenland,77.058,-49.600,,Polashenski et al. (2015),19,1.185,575.200,0.623,,2013,SUMUP 2024,doi:10.18739/A2M61BR5M
,1767,2013-05-18,Greenland,77.042,-54.517,,Polashenski et al. (2015),19,1.650,570.400,1.619,,2013,SUMUP 2024,doi:10.18739/A2M61BR5M
,1768,2013-05-20,Greenland,77.217,-61.022,,Polashenski et al. (2015),19,1.695,633.000,1.663,,2013,SUMUP 2024,doi:10.18739/A2M61BR5M
,1773,2013-05-24,Greenland,78.000,-58.000,,Polashenski et al. (2015),20,1.545,584.700,1.337,,2013,SUMUP 2024,doi:10.18739/A2M61BR5M
,1895,2016-10-28,Greenland,69.731,-48.133,,Otosaka et al. (2020),10,3.020,917.000,0.975,1.905,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,1896,2016-10-28,Greenland,69.811,-47.510,,Otosaka et al. (2020),45,4.387,917.000,0.618,0.756,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,1897,2016-10-28,Greenland,69.851,-47.253,,Otosaka et al. (2020),49,4.476,917.000,1.397,0.768,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,1898,2017-03-30,Greenland,69.852,-47.255,,Otosaka et al. (2020b),25,3.155,917.000,2.011,1.501,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,1899,2017-03-30,Greenland,70.020,-46.306,,Otosaka et al. (2020b),11,2.927,917.000,1.813,1.761,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,1900,2017-03-30,Greenland,70.176,-45.345,,Otosaka et al. (2020b),13,5.035,917.000,4.969,2.315,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,1903,2017-03-30,Greenland,71.079,-37.920,,Otosaka et al. (2020b),7,4.640,583.000,2.336,,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,1905,2016-05-04,Greenland,66.984,-45.753,,Graeter et al. (2018),133,30.630,873.796,7.739,18.733,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,1907,2016-05-12,Greenland,67.499,-44.999,,Graeter et al. (2018),113,30.515,895.912,6.301,7.590,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,1909,2016-05-16,Greenland,67.831,-45.094,,Graeter et al. (2018),98,27.500,872.334,6.220,5.048,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,1911,2016-05-20,Greenland,68.419,-44.911,,Graeter et al. (2018),100,27.630,874.514,8.812,9.118,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,1913,2016-05-24,Greenland,68.999,-45.000,,Graeter et al. (2018),101,26.787,981.388,7.736,7.507,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,1915,2016-05-28,Greenland,69.572,-45.346,,Graeter et al. (2018),88,27.892,877.691,10.332,6.989,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,1917,2016-06-02,Greenland,70.302,-44.564,,Graeter et al. (2018),59,21.468,632.884,9.913,,2016,SUMUP 2024,doi:10.18739/A2M61BR5M
,1919,2017-05-12,Greenland,70.559,-46.731,,Lewis et al. (2019),67,29.291,867.369,4.405,5.360,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,1921,2017-05-16,Greenland,71.043,-47.224,,Lewis et al. (2019),74,26.573,826.545,16.536,,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,1923,2017-05-24,Greenland,71.926,-47.486,,Lewis et al. (2019),77,26.968,705.296,10.498,,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,1925,2017-05-28,Greenland,72.200,-49.400,,Lewis et al. (2019),63,26.067,670.221,11.133,,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,1927,2017-06-01,Greenland,72.535,-50.017,,Lewis et al. (2019),92,31.756,733.515,11.816,,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,1929,2017-06-08,Greenland,73.010,-50.131,,Lewis et al. (2019),92,32.300,712.065,9.613,,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,1931,2017-06-10,Greenland,73.831,-49.478,,Lewis et al. (2019),67,28.171,669.731,10.671,,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,1933,2017-06-12,Greenland,73.593,-47.197,,Lewis et al. (2019),65,27.610,652.040,12.460,,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,1935,2017-06-16,Greenland,72.999,-44.997,,Lewis et al. (2019),59,22.381,657.698,12.208,,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,1936,2015-05-01,Greenland,69.662,-52.733,,Sarah et al. (2018),576,20.898,920.390,6.535,15.557,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,1939,2015-05-01,Greenland,68.892,-43.502,,Trusel et al. (2018),1830,103.498,909.131,12.248,68.837,2015,SUMUP 2024,doi:10.18739/A2M61BR5M
,1945,2017-05-14,Greenland,66.527,-46.887,1963.000,Rennermalm et al. (2021),145,20.340,915.000,6.265,8.300,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,1946,2017-04-28,Greenland,66.865,-46.265,2060.000,Rennermalm et al. (2021),182,24.825,912.000,2.926,8.215,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,1947,2017-05-01,Greenland,66.865,-46.265,2060.000,Rennermalm et al. (2021),33,4.680,881.000,1.192,3.550,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,1948,2017-05-13,Greenland,66.478,-46.287,2112.000,Rennermalm et al. (2021),202,26.335,916.000,10.636,7.391,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,1949,2017-05-16,Greenland,66.535,-45.959,2163.000,Rennermalm et al. (2021),152,20.485,881.000,6.850,9.940,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,1950,2017-05-08,Greenland,66.985,-44.395,2355.000,Rennermalm et al. (2021),174,23.115,872.000,4.175,6.591,2017,SUMUP 2024,doi:10.18739/A2M61BR5M
,1951,2018-04-29,Greenland,67.000,-47.029,1840.000,Rennermalm et al. (2021),24,2.873,914.000,1.348,2.675,2018,SUMUP 2024,doi:10.18739/A2M61BR5M
,1952,2018-05-19,Greenland,66.983,-45.046,2266.000,Rennermalm et al. (2021),95,17.895,875.000,8.396,12.666,2018,SUMUP 2024,doi:10.18739/A2M61BR5M
,1953,2018-05-09,Greenland,66.478,-46.287,2112.000,Rennermalm et al. (2021),159,19.538,916.000,7.996,5.457,2018,SUMUP 2024,doi:10.18739/A2M61BR5M
,1954,2018-05-18,Greenland,66.478,-46.287,2112.000,Rennermalm et al. (2021),45,5.235,868.000,4.035,3.004,2018,SUMUP 2024,doi:10.18739/A2M61BR5M
,1955,2018-05-18,Greenland,66.478,-46.287,2112.000,Rennermalm et al. (2021),47,6.310,862.000,2.677,4.813,2018,SUMUP 2024,doi:10.18739/A2M61BR5M
,1956,2018-05-18,Greenland,66.478,-46.287,2112.000,Rennermalm et al. (2021),49,5.508,914.000,4.117,4.432,2018,SUMUP 2024,doi:10.18739/A2M61BR5M
,1957,2018-05-18,Greenland,66.478,-46.287,2112.000,Rennermalm et al. (2021),49,5.843,880.000,5.228,4.355,2018,SUMUP 2024,doi:10.18739/A2M61BR5M
,1958,2019-05-19,Greenland,66.478,-46.289,2113.000,Rennermalm et al. (2021),133,20.660,901.000,6.787,6.936,2019,SUMUP 2024,doi:10.18739/A2M61BR5M
,1959,2019-05-10,Greenland,67.000,-47.030,1825.000,Rennermalm et al. (2021),41,4.685,911.000,0.633,3.670,2019,SUMUP 2024,doi:10.18739/A2M61BR5M
,1960,2019-05-07,Greenland,66.978,-46.628,1955.000,Rennermalm et al. (2021),174,20.155,914.000,2.055,3.665,2019,SUMUP 2024,doi:10.18739/A2M61BR5M
,1961,2019-05-03,Greenland,66.983,-46.120,2056.000,Rennermalm et al. (2021),130,20.385,911.000,8.825,15.364,2019,SUMUP 2024,doi:10.18739/A2M61BR5M
,1962,2019-05-06,Greenland,66.985,-45.754,2128.000,Rennermalm et al. (2021),85,10.605,912.000,6.892,5.686,2019,SUMUP 2024,doi:10.18739/A2M61BR5M
,1963,2019-05-09,Greenland,66.984,-45.754,2135.000,Rennermalm et al. (2021),124,20.343,895.000,4.405,6.454,2019,SUMUP 2024,doi:10.18739/A2M61BR5M
,1964,2019-05-21,Greenland,66.527,-46.947,1959.000,Rennermalm et al. (2021),169,21.310,912.000,4.045,12.458,2019,SUMUP 2024,doi:10.18739/A2M61BR5M
,1965,2019-05-28,Greenland,66.547,-47.024,1905.000,Rennermalm et al. (2021),119,11.078,893.000,0.932,8.191,2019,SUMUP 2024,doi:10.18739/A2M61BR5M
,1966,2019-05-27,Greenland,66.554,-47.067,1900.000,Rennermalm et al. (2021),127,11.110,906.000,8.048,5.632,2019,SUMUP 2024,doi:10.18739/A2M61BR5M
,1967,2019-05-26,Greenland,66.547,-47.024,1898.000,Rennermalm et al. (2021),92,10.592,914.000,6.330,4.327,2019,SUMUP 2024,doi:10.18739/A2M61BR5M
,1968,2019-05-23,Greenland,66.560,-47.106,1895.000,Rennermalm et al. (2021),124,10.797,914.000,0.914,3.222,2019,SUMUP 2024,doi:10.18739/A2M61BR5M
